text,text_raw,label
bmc patrol agent before 3.2.07 allows local users to gain root privileges via a symlink attack on a temporary file.,BMC PATROL Agent before 3.2.07 allows local users to gain root privileges via a symlink attack on a temporary file.,Alta
cwe: cwe-476 | ip fragmentation denial of service in freebsd allows a remote attacker to cause a crash.,cwe: cwe-476 | IP fragmentation denial of service in FreeBSD allows a remote attacker to cause a crash.,Alta
"nukenabber allows remote attackers to cause a denial of service by connecting to the nukenabber port (1080) without sending any data, which causes the cpu usage to rise to 100% from the report.exe program that is executed upon the connection.","NukeNabber allows remote attackers to cause a denial of service by connecting to the NukeNabber port (1080) without sending any data, which causes the CPU usage to rise to 100% from the report.exe program that is executed upon the connection.",Média
buffer overflow in ssh 1.2.26 client with kerberos v enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long dns hostname that is not properly handled during tgt ticket passing.,Buffer overflow in ssh 1.2.26 client with Kerberos V enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long DNS hostname that is not properly handled during TGT ticket passing.,Alta
hamcards postcard cgi script 1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,HAMcards Postcard CGI script 1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,Alta
lakeweb filemail cgi script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,LakeWeb Filemail CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,Alta
lakeweb mail list cgi script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,LakeWeb Mail List CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,Alta
"icq 98 beta on windows nt leaks the internal ip address of a client in the tcp data segment of an icq packet instead of the public address (e.g. through nat), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.","ICQ 98 beta on Windows NT leaks the internal IP address of a client in the TCP data segment of an ICQ packet instead of the public address (e.g. through NAT), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.",Alta
"cde screen lock program (screenlock) on solaris 2.6 does not properly lock an unprivileged user's console session when the host is an nis+ client, which allows others with physical access to login with any string.","CDE screen lock program (screenlock) on Solaris 2.6 does not properly lock an unprivileged user's console session when the host is an NIS+ client, which allows others with physical access to login with any string.",Média
"the installation of 1arcserve backup and inoculan av client modules for exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.","The installation of 1ArcServe Backup and Inoculan AV client modules for Exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.",Média
vacation program allows command execution by remote users through a sendmail command.,Vacation program allows command execution by remote users through a sendmail command.,Alta
kde klock allows local users to kill arbitrary processes by specifying an arbitrary pid in the .kss.pid file.,KDE klock allows local users to kill arbitrary processes by specifying an arbitrary PID in the .kss.pid file.,Média
kde allows local users to execute arbitrary commands by setting the kdedir environmental variable to modify the search path that kde uses to locate its executables.,KDE allows local users to execute arbitrary commands by setting the KDEDIR environmental variable to modify the search path that KDE uses to locate its executables.,Alta
kde kppp allows local users to create a directory in an arbitrary location via the home environmental variable.,KDE kppp allows local users to create a directory in an arbitrary location via the HOME environmental variable.,Baixa
buffer overflow in kppp in kde allows local users to gain root access via a long path environmental variable.,Buffer overflow in kppp in KDE allows local users to gain root access via a long PATH environmental variable.,Alta
"samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.","Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.",Média
"the installation of the fsp package 2.71-10 in debian gnu/linux 2.0 adds the anonymous ftp user without notifying the administrator, which could automatically enable anonymous ftp on some servers such as wu-ftp.","The installation of the fsp package 2.71-10 in Debian GNU/Linux 2.0 adds the anonymous FTP user without notifying the administrator, which could automatically enable anonymous FTP on some servers such as wu-ftp.",Alta
"excite for web servers (ews) 1.1 installs the architext.conf authentication file with world-writeable permissions, which allows local users to gain access to excite accounts by modifying the file.","Excite for Web Servers (EWS) 1.1 installs the Architext.conf authentication file with world-writeable permissions, which allows local users to gain access to Excite accounts by modifying the file.",Alta
